EMOTIVE VR DATA RECORDING
Date (year-month-day): 2023-10-22
Playback start time: 17:42
Session ID: 


Time from playback start (s),Sequence name,Video clip name,Video time (s),Valence,Arousal
7.42,04_Opening Credits,04_OpeningCredits_Interactive,5.36,0.3545454,0.2454545
7.52,04_Opening Credits,04_OpeningCredits_Interactive,5.44,0.3545454,0.2454545
7.63,04_Opening Credits,04_OpeningCredits_Interactive,5.56,0.3545454,0.2363636
7.73,04_Opening Credits,04_OpeningCredits_Interactive,5.64,0.3454545,0.2363636
7.82,04_Opening Credits,04_OpeningCredits_Interactive,5.76,0.3454545,0.2363636
7.93,04_Opening Credits,04_OpeningCredits_Interactive,5.84,0.3454545,0.2363636
8.03,04_Opening Credits,04_OpeningCredits_Interactive,5.96,0.3454545,0.2363636
8.13,04_Opening Credits,04_OpeningCredits_Interactive,6.04,0.3454545,0.2363636
8.23,04_Opening Credits,04_OpeningCredits_Interactive,6.16,0.3454545,0.2363636
8.33,04_Opening Credits,04_OpeningCredits_Interactive,6.24,0.3363636,0.2272727
8.43,04_Opening Credits,04_OpeningCredits_Interactive,6.36,0.3363636,0.2272727
8.53,04_Opening Credits,04_OpeningCredits_Interactive,6.44,0.3363636,0.2272727
8.63,04_Opening Credits,04_OpeningCredits_Interactive,6.56,0.3363636,0.2272727
8.73,04_Opening Credits,04_OpeningCredits_Interactive,6.64,0.3363636,0.2272727
8.83,04_Opening Credits,04_OpeningCredits_Interactive,6.76,0.3363636,0.2272727
8.93,04_Opening Credits,04_OpeningCredits_Interactive,6.84,0.3363636,0.2272727
9.03,04_Opening Credits,04_OpeningCredits_Interactive,6.96,0.3363636,0.2272727
9.13,04_Opening Credits,04_OpeningCredits_Interactive,7.04,0.3363636,0.2272727
9.23,04_Opening Credits,04_OpeningCredits_Interactive,7.16,0.3454545,0.2272727
9.34,04_Opening Credits,04_OpeningCredits_Interactive,7.24,0.3454545,0.2181818
9.43,04_Opening Credits,04_OpeningCredits_Interactive,7.36,0.3454545,0.2181818
9.54,04_Opening Credits,04_OpeningCredits_Interactive,7.44,0.3454545,0.2181818
9.64,04_Opening Credits,04_OpeningCredits_Interactive,7.56,0.3454545,0.2181818
9.74,04_Opening Credits,04_OpeningCredits_Interactive,7.64,0.3454545,0.2181818
9.84,04_Opening Credits,04_OpeningCredits_Interactive,7.76,0.3454545,0.2181818
9.94,04_Opening Credits,04_OpeningCredits_Interactive,7.88,0.3454545,0.2181818
10.04,04_Opening Credits,04_OpeningCredits_Interactive,7.96,0.3454545,0.2181818
10.14,04_Opening Credits,04_OpeningCredits_Interactive,8.08,0.3545454,0.2181818
10.24,04_Opening Credits,04_OpeningCredits_Interactive,8.16,0.3545454,0.2181818
10.34,04_Opening Credits,04_OpeningCredits_Interactive,8.28,0.3545454,0.2181818
10.44,04_Opening Credits,04_OpeningCredits_Interactive,8.36,0.3545454,0.2181818
10.54,04_Opening Credits,04_OpeningCredits_Interactive,8.48,0.3545454,0.2272727
10.64,04_Opening Credits,04_OpeningCredits_Interactive,8.56,0.3545454,0.2272727
10.74,04_Opening Credits,04_OpeningCredits_Interactive,8.68,0.3545454,0.2272727
10.84,04_Opening Credits,04_OpeningCredits_Interactive,8.76,0.3545454,0.2272727
10.95,04_Opening Credits,04_OpeningCredits_Interactive,8.88,0.3545454,0.2272727
11.05,04_Opening Credits,04_OpeningCredits_Interactive,8.96,0.3545454,0.2272727
11.15,04_Opening Credits,04_OpeningCredits_Interactive,9.08,0.3545454,0.2272727
11.25,04_Opening Credits,04_OpeningCredits_Interactive,9.16,0.3545454,0.2272727
11.35,04_Opening Credits,04_OpeningCredits_Interactive,9.28,0.3545454,0.2272727
11.45,04_Opening Credits,04_OpeningCredits_Interactive,9.36,0.3545454,0.2272727
11.55,04_Opening Credits,04_OpeningCredits_Interactive,9.48,0.3545454,0.2272727
11.65,04_Opening Credits,04_OpeningCredits_Interactive,9.56,0.3545454,0.2272727
11.75,04_Opening Credits,04_OpeningCredits_Interactive,9.68,0.3545454,0.2363636
11.85,04_Opening Credits,04_OpeningCredits_Interactive,9.76,0.3818182,0.2727273
11.95,04_Opening Credits,04_OpeningCredits_Interactive,9.88,0.4,0.3
12.05,04_Opening Credits,04_OpeningCredits_Interactive,9.96,0.4272727,0.3363636
12.15,04_Opening Credits,04_OpeningCredits_Interactive,10.08,0.4454545,0.3727273
12.25,04_Opening Credits,04_OpeningCredits_Interactive,10.16,0.4636364,0.4090909
12.36,04_Opening Credits,04_OpeningCredits_Interactive,10.28,0.4909091,0.4454545
12.45,04_Opening Credits,04_OpeningCredits_Interactive,10.36,0.5090909,0.4818182
12.55,04_Opening Credits,04_OpeningCredits_Interactive,10.48,0.5363637,0.5181818
12.66,04_Opening Credits,04_OpeningCredits_Interactive,10.56,0.5545455,0.5454546
12.76,04_Opening Credits,04_OpeningCredits_Interactive,10.68,0.5727273,0.5727273
12.86,04_Opening Credits,04_OpeningCredits_Interactive,10.76,0.5545455,0.5454546
12.96,04_Opening Credits,04_OpeningCredits_Interactive,10.88,0.5272727,0.5090909
13.06,04_Opening Credits,04_OpeningCredits_Interactive,10.96,0.5090909,0.4727273
13.16,04_Opening Credits,04_OpeningCredits_Interactive,11.08,0.4818182,0.4454545
13.26,04_Opening Credits,04_OpeningCredits_Interactive,11.20,0.4545455,0.4090909
13.36,04_Opening Credits,04_OpeningCredits_Interactive,11.28,0.4363636,0.3727273
13.46,04_Opening Credits,04_OpeningCredits_Interactive,11.40,0.4090909,0.3363636
13.56,04_Opening Credits,04_OpeningCredits_Interactive,11.48,0.3909091,0.3
13.66,04_Opening Credits,04_OpeningCredits_Interactive,11.60,0.3636364,0.2727273
13.76,04_Opening Credits,04_OpeningCredits_Interactive,11.68,0.3363636,0.2363636
13.86,04_Opening Credits,04_OpeningCredits_Interactive,11.80,0.3454545,0.2363636
13.96,04_Opening Credits,04_OpeningCredits_Interactive,11.88,0.3454545,0.2363636
14.06,04_Opening Credits,04_OpeningCredits_Interactive,12.00,0.3454545,0.2363636
14.16,04_Opening Credits,04_OpeningCredits_Interactive,12.08,0.3454545,0.2272727
14.27,04_Opening Credits,04_OpeningCredits_Interactive,12.20,0.3454545,0.2272727
14.37,04_Opening Credits,04_OpeningCredits_Interactive,12.28,0.3454545,0.2272727
14.46,04_Opening Credits,04_OpeningCredits_Interactive,12.40,0.3454545,0.2272727
14.57,04_Opening Credits,04_OpeningCredits_Interactive,12.48,0.3454545,0.2272727
14.67,04_Opening Credits,04_OpeningCredits_Interactive,12.60,0.3545454,0.2181818
14.77,04_Opening Credits,04_OpeningCredits_Interactive,12.68,0.3545454,0.2181818
14.87,04_Opening Credits,04_OpeningCredits_Interactive,12.80,0.3545454,0.2181818
14.97,04_Opening Credits,04_OpeningCredits_Interactive,12.88,0.3545454,0.2272727
15.07,04_Opening Credits,04_OpeningCredits_Interactive,13.00,0.3454545,0.2272727
15.17,04_Opening Credits,04_OpeningCredits_Interactive,13.08,0.3454545,0.2272727
15.27,04_Opening Credits,04_OpeningCredits_Interactive,13.20,0.3454545,0.2363636
15.37,04_Opening Credits,04_OpeningCredits_Interactive,13.28,0.3454545,0.2363636
15.47,04_Opening Credits,04_OpeningCredits_Interactive,13.40,0.3454545,0.2363636
15.57,04_Opening Credits,04_OpeningCredits_Interactive,13.48,0.3454545,0.2454545
15.67,04_Opening Credits,04_OpeningCredits_Interactive,13.60,0.3454545,0.2454545
15.77,04_Opening Credits,04_OpeningCredits_Interactive,13.68,0.3454545,0.2454545
15.88,04_Opening Credits,04_OpeningCredits_Interactive,13.80,0.3454545,0.2454545
15.97,04_Opening Credits,04_OpeningCredits_Interactive,13.88,0.3454545,0.2454545
16.07,04_Opening Credits,04_OpeningCredits_Interactive,14.00,0.3454545,0.2454545
16.18,04_Opening Credits,04_OpeningCredits_Interactive,14.08,0.3454545,0.2363636
16.28,04_Opening Credits,04_OpeningCredits_Interactive,14.20,0.3454545,0.2363636
16.38,04_Opening Credits,04_OpeningCredits_Interactive,14.28,0.3454545,0.2363636
16.48,04_Opening Credits,04_OpeningCredits_Interactive,14.40,0.3454545,0.2363636
16.58,04_Opening Credits,04_OpeningCredits_Interactive,14.48,0.3454545,0.2363636
16.68,04_Opening Credits,04_OpeningCredits_Interactive,14.60,0.3454545,0.2272727
16.78,04_Opening Credits,04_OpeningCredits_Interactive,14.72,0.3454545,0.2272727
16.88,04_Opening Credits,04_OpeningCredits_Interactive,14.80,0.3454545,0.2272727
16.98,04_Opening Credits,04_OpeningCredits_Interactive,14.92,0.3454545,0.2272727
17.08,04_Opening Credits,04_OpeningCredits_Interactive,15.00,0.3454545,0.2272727
17.18,04_Opening Credits,04_OpeningCredits_Interactive,15.12,0.3454545,0.2272727
17.28,04_Opening Credits,04_OpeningCredits_Interactive,15.20,0.3454545,0.2272727
17.38,04_Opening Credits,04_OpeningCredits_Interactive,15.32,0.3363636,0.2272727
17.48,04_Opening Credits,04_OpeningCredits_Interactive,15.40,0.3363636,0.2272727
17.58,04_Opening Credits,04_OpeningCredits_Interactive,15.52,0.3363636,0.2272727
17.68,04_Opening Credits,04_OpeningCredits_Interactive,15.60,0.3363636,0.2272727
17.79,04_Opening Credits,04_OpeningCredits_Interactive,15.72,0.3363636,0.2272727
17.89,04_Opening Credits,04_OpeningCredits_Interactive,15.80,0.3363636,0.2272727
17.99,04_Opening Credits,04_OpeningCredits_Interactive,15.92,0.3363636,0.2272727
18.09,04_Opening Credits,04_OpeningCredits_Interactive,16.00,0.3363636,0.2181818
18.19,04_Opening Credits,04_OpeningCredits_Interactive,16.12,0.3363636,0.2181818
18.29,04_Opening Credits,04_OpeningCredits_Interactive,16.20,0.3363636,0.2181818
18.39,04_Opening Credits,04_OpeningCredits_Interactive,16.32,0.3363636,0.2181818
18.49,04_Opening Credits,04_OpeningCredits_Interactive,16.40,0.3363636,0.2181818
18.59,04_Opening Credits,04_OpeningCredits_Interactive,16.52,0.3363636,0.2181818
18.69,04_Opening Credits,04_OpeningCredits_Interactive,16.60,0.3363636,0.2181818
18.79,04_Opening Credits,04_OpeningCredits_Interactive,16.72,0.3363636,0.2181818
18.89,04_Opening Credits,04_OpeningCredits_Interactive,16.80,0.3363636,0.2181818
18.99,04_Opening Credits,04_OpeningCredits_Interactive,16.92,0.3363636,0.2181818
19.09,04_Opening Credits,04_OpeningCredits_Interactive,17.00,0.3363636,0.2181818
19.19,04_Opening Credits,04_OpeningCredits_Interactive,17.12,0.3363636,0.2181818
19.29,04_Opening Credits,04_OpeningCredits_Interactive,17.20,0.3363636,0.2181818
19.39,04_Opening Credits,04_OpeningCredits_Interactive,17.32,0.3363636,0.2181818
19.50,04_Opening Credits,04_OpeningCredits_Interactive,17.40,0.3363636,0.2181818
19.59,04_Opening Credits,04_OpeningCredits_Interactive,17.52,0.3363636,0.2181818
19.70,04_Opening Credits,04_OpeningCredits_Interactive,17.60,0.3363636,0.2181818
19.80,04_Opening Credits,04_OpeningCredits_Interactive,17.72,0.3363636,0.2181818
19.90,04_Opening Credits,04_OpeningCredits_Interactive,17.80,0.3363636,0.2272727
20.00,04_Opening Credits,04_OpeningCredits_Interactive,17.92,0.3272727,0.2363636
20.10,04_Opening Credits,04_OpeningCredits_Interactive,18.04,0.3272727,0.2454545
20.20,04_Opening Credits,04_OpeningCredits_Interactive,18.12,0.3272727,0.2545455
20.30,04_Opening Credits,04_OpeningCredits_Interactive,18.24,0.3272727,0.2636364
20.40,04_Opening Credits,04_OpeningCredits_Interactive,18.32,0.3181818,0.2727273
20.50,04_Opening Credits,04_OpeningCredits_Interactive,18.44,0.3181818,0.2818182
20.60,04_Opening Credits,04_OpeningCredits_Interactive,18.52,0.3181818,0.2818182
20.70,04_Opening Credits,04_OpeningCredits_Interactive,18.64,0.3181818,0.2818182
20.80,04_Opening Credits,04_OpeningCredits_Interactive,18.72,0.3181818,0.2818182
20.91,04_Opening Credits,04_OpeningCredits_Interactive,18.84,0.3181818,0.2818182
21.00,04_Opening Credits,04_OpeningCredits_Interactive,18.92,0.3181818,0.2818182
21.11,04_Opening Credits,04_OpeningCredits_Interactive,19.04,0.3181818,0.2818182
21.21,04_Opening Credits,04_OpeningCredits_Interactive,19.12,0.3181818,0.2818182
21.30,04_Opening Credits,04_OpeningCredits_Interactive,19.24,0.3181818,0.2818182
21.41,04_Opening Credits,04_OpeningCredits_Interactive,19.32,0.3181818,0.2818182
21.51,04_Opening Credits,04_OpeningCredits_Interactive,19.44,0.3181818,0.2818182
21.61,04_Opening Credits,04_OpeningCredits_Interactive,19.52,0.3181818,0.2818182
21.71,04_Opening Credits,04_OpeningCredits_Interactive,19.64,0.3181818,0.2818182
21.81,04_Opening Credits,04_OpeningCredits_Interactive,19.72,0.3181818,0.2818182
21.91,04_Opening Credits,04_OpeningCredits_Interactive,19.84,0.3272727,0.2727273
22.01,04_Opening Credits,04_OpeningCredits_Interactive,19.92,0.3272727,0.2727273
22.11,04_Opening Credits,04_OpeningCredits_Interactive,20.04,0.3272727,0.2636364
22.21,04_Opening Credits,04_OpeningCredits_Interactive,20.12,0.3272727,0.2636364
22.31,04_Opening Credits,04_OpeningCredits_Interactive,20.24,0.3272727,0.2545455
22.41,04_Opening Credits,04_OpeningCredits_Interactive,20.32,0.3363636,0.2545455
22.51,04_Opening Credits,04_OpeningCredits_Interactive,20.44,0.3363636,0.2454545
22.61,04_Opening Credits,04_OpeningCredits_Interactive,20.52,0.3363636,0.2454545
22.71,04_Opening Credits,04_OpeningCredits_Interactive,20.64,0.3363636,0.2363636
22.82,04_Opening Credits,04_OpeningCredits_Interactive,20.72,0.3363636,0.2363636
22.91,04_Opening Credits,04_OpeningCredits_Interactive,20.84,0.3363636,0.2363636
23.02,04_Opening Credits,04_OpeningCredits_Interactive,20.92,0.3363636,0.2363636
23.12,04_Opening Credits,04_OpeningCredits_Interactive,21.04,0.3363636,0.2363636
23.21,04_Opening Credits,04_OpeningCredits_Interactive,21.12,0.3363636,0.2363636
23.32,04_Opening Credits,04_OpeningCredits_Interactive,21.24,0.3363636,0.2363636
23.42,04_Opening Credits,04_OpeningCredits_Interactive,21.36,0.3272727,0.2363636
23.52,04_Opening Credits,04_OpeningCredits_Interactive,21.44,0.3272727,0.2363636
23.62,04_Opening Credits,04_OpeningCredits_Interactive,21.56,0.3272727,0.2363636
23.72,04_Opening Credits,04_OpeningCredits_Interactive,21.64,0.3272727,0.2363636
23.82,04_Opening Credits,04_OpeningCredits_Interactive,21.76,0.3272727,0.2363636
23.92,04_Opening Credits,04_OpeningCredits_Interactive,21.84,0.3272727,0.2363636
24.02,04_Opening Credits,04_OpeningCredits_Interactive,21.96,0.3272727,0.2363636
24.13,04_Opening Credits,04_OpeningCredits_Interactive,22.04,0.3363636,0.2363636
24.23,04_Opening Credits,04_OpeningCredits_Interactive,22.16,0.3363636,0.2272727
24.32,04_Opening Credits,04_OpeningCredits_Interactive,22.24,0.3363636,0.2272727
24.43,04_Opening Credits,04_OpeningCredits_Interactive,22.36,0.3363636,0.2272727
24.53,04_Opening Credits,04_OpeningCredits_Interactive,22.44,0.3363636,0.2272727
24.63,04_Opening Credits,04_OpeningCredits_Interactive,22.56,0.3454545,0.2272727
24.73,04_Opening Credits,04_OpeningCredits_Interactive,22.64,0.3454545,0.2181818
24.83,04_Opening Credits,04_OpeningCredits_Interactive,22.76,0.3454545,0.2181818
24.93,04_Opening Credits,04_OpeningCredits_Interactive,22.84,0.3454545,0.2181818
25.03,04_Opening Credits,04_OpeningCredits_Interactive,22.96,0.3454545,0.2181818
25.13,04_Opening Credits,04_OpeningCredits_Interactive,23.04,0.3454545,0.2181818
25.23,04_Opening Credits,04_OpeningCredits_Interactive,23.16,0.3545454,0.2181818
25.33,04_Opening Credits,04_OpeningCredits_Interactive,23.24,0.3545454,0.2181818
25.43,04_Opening Credits,04_OpeningCredits_Interactive,23.36,0.3545454,0.2181818
25.53,04_Opening Credits,04_OpeningCredits_Interactive,23.44,0.3545454,0.2181818
25.63,04_Opening Credits,04_OpeningCredits_Interactive,23.56,0.3545454,0.2181818
25.73,04_Opening Credits,04_OpeningCredits_Interactive,23.64,0.3545454,0.2181818
25.84,04_Opening Credits,04_OpeningCredits_Interactive,23.76,0.3545454,0.2181818
25.94,04_Opening Credits,04_OpeningCredits_Interactive,23.84,0.3545454,0.2181818
26.04,04_Opening Credits,04_OpeningCredits_Interactive,23.96,0.3545454,0.2181818
26.14,04_Opening Credits,04_OpeningCredits_Interactive,24.04,0.3545454,0.2181818
26.24,04_Opening Credits,04_OpeningCredits_Interactive,24.16,0.3545454,0.2181818
26.34,04_Opening Credits,04_OpeningCredits_Interactive,24.28,0.3545454,0.2181818
26.44,04_Opening Credits,04_OpeningCredits_Interactive,24.36,0.3636364,0.2272727
26.54,04_Opening Credits,04_OpeningCredits_Interactive,24.48,0.3636364,0.2272727
26.64,04_Opening Credits,04_OpeningCredits_Interactive,24.56,0.3636364,0.2272727
26.74,04_Opening Credits,04_OpeningCredits_Interactive,24.68,0.3636364,0.2272727
26.84,04_Opening Credits,04_OpeningCredits_Interactive,24.76,0.3636364,0.2272727
26.94,04_Opening Credits,04_OpeningCredits_Interactive,24.88,0.3636364,0.2272727
27.04,04_Opening Credits,04_OpeningCredits_Interactive,24.96,0.3636364,0.2272727
27.14,04_Opening Credits,04_OpeningCredits_Interactive,25.08,0.3636364,0.2272727
27.24,04_Opening Credits,04_OpeningCredits_Interactive,25.16,0.3636364,0.2272727
27.34,04_Opening Credits,04_OpeningCredits_Interactive,25.28,0.3636364,0.2272727
27.45,04_Opening Credits,04_OpeningCredits_Interactive,25.36,0.3636364,0.2272727
27.54,04_Opening Credits,04_OpeningCredits_Interactive,25.48,0.3636364,0.2272727
27.64,04_Opening Credits,04_OpeningCredits_Interactive,25.56,0.3727273,0.2363636
27.75,04_Opening Credits,04_OpeningCredits_Interactive,25.68,0.3727273,0.2363636
27.84,04_Opening Credits,04_OpeningCredits_Interactive,25.76,0.3727273,0.2363636
27.95,04_Opening Credits,04_OpeningCredits_Interactive,25.88,0.3727273,0.2363636
28.05,04_Opening Credits,04_OpeningCredits_Interactive,25.96,0.3909091,0.2454545
28.15,04_Opening Credits,04_OpeningCredits_Interactive,26.08,0.4363636,0.2818182
28.25,04_Opening Credits,04_OpeningCredits_Interactive,26.16,0.4909091,0.3090909
28.35,04_Opening Credits,04_OpeningCredits_Interactive,26.28,0.5363637,0.3454545
28.45,04_Opening Credits,04_OpeningCredits_Interactive,26.36,0.5818182,0.3727273
28.55,04_Opening Credits,04_OpeningCredits_Interactive,26.48,0.6363636,0.4090909
28.65,04_Opening Credits,04_OpeningCredits_Interactive,26.56,0.6818182,0.4454545
28.75,04_Opening Credits,04_OpeningCredits_Interactive,26.68,0.7363636,0.4727273
28.86,04_Opening Credits,04_OpeningCredits_Interactive,26.76,0.7090909,0.4545455
28.95,04_Opening Credits,04_OpeningCredits_Interactive,26.88,0.6818182,0.4363636
29.05,04_Opening Credits,04_OpeningCredits_Interactive,26.96,0.6545454,0.4181818
29.16,04_Opening Credits,04_OpeningCredits_Interactive,27.08,0.6272727,0.4
29.26,04_Opening Credits,04_OpeningCredits_Interactive,27.16,0.6,0.3818182
29.36,04_Opening Credits,04_OpeningCredits_Interactive,27.28,0.5727273,0.3636364
29.46,04_Opening Credits,04_OpeningCredits_Interactive,27.36,0.5454546,0.3454545
29.56,04_Opening Credits,04_OpeningCredits_Interactive,27.48,0.5272727,0.3272727
29.66,04_Opening Credits,04_OpeningCredits_Interactive,27.60,0.5,0.3
29.76,04_Opening Credits,04_OpeningCredits_Interactive,27.68,0.4727273,0.2909091
29.86,04_Opening Credits,04_OpeningCredits_Interactive,27.80,0.4636364,0.2818182
29.96,04_Opening Credits,04_OpeningCredits_Interactive,27.88,0.4545455,0.2727273
30.06,04_Opening Credits,04_OpeningCredits_Interactive,28.00,0.4454545,0.2636364
30.16,04_Opening Credits,04_OpeningCredits_Interactive,28.08,0.4363636,0.2636364
30.26,04_Opening Credits,04_OpeningCredits_Interactive,28.20,0.4272727,0.2545455
30.36,04_Opening Credits,04_OpeningCredits_Interactive,28.28,0.4181818,0.2454545
30.46,04_Opening Credits,04_OpeningCredits_Interactive,28.40,0.4090909,0.2363636
30.56,04_Opening Credits,04_OpeningCredits_Interactive,28.48,0.4090909,0.2363636
30.66,04_Opening Credits,04_OpeningCredits_Interactive,28.60,0.4090909,0.2363636
30.76,04_Opening Credits,04_OpeningCredits_Interactive,28.68,0.4090909,0.2363636
30.86,04_Opening Credits,04_OpeningCredits_Interactive,28.80,0.4090909,0.2363636
30.96,04_Opening Credits,04_OpeningCredits_Interactive,28.88,0.4090909,0.2363636
31.07,04_Opening Credits,04_OpeningCredits_Interactive,29.00,0.4090909,0.2363636
31.16,04_Opening Credits,04_OpeningCredits_Interactive,29.08,0.4090909,0.2363636
31.27,04_Opening Credits,04_OpeningCredits_Interactive,29.20,0.4090909,0.2363636
31.37,04_Opening Credits,04_OpeningCredits_Interactive,29.28,0.4090909,0.2363636
31.47,04_Opening Credits,04_OpeningCredits_Interactive,29.40,0.4090909,0.2363636
31.57,04_Opening Credits,04_OpeningCredits_Interactive,29.48,0.4090909,0.2363636
31.67,04_Opening Credits,04_OpeningCredits_Interactive,29.60,0.4090909,0.2363636
31.77,04_Opening Credits,04_OpeningCredits_Interactive,29.68,0.4090909,0.2363636
31.87,04_Opening Credits,04_OpeningCredits_Interactive,29.80,0.4090909,0.2363636
