EMOTIVE VR DATA RECORDING
Date (year-month-day): 2023-10-21
Playback start time: 22:22
Session ID: 


Time from playback start (s),Sequence name,Video clip name,Video time (s),Valence,Arousal
20.16,04_Opening Credits,04_OpeningCredits_Interactive,18.12,0.3545454,0.2272727
20.26,04_Opening Credits,04_OpeningCredits_Interactive,18.20,0.3545454,0.2272727
20.36,04_Opening Credits,04_OpeningCredits_Interactive,18.32,0.3545454,0.2272727
20.46,04_Opening Credits,04_OpeningCredits_Interactive,18.40,0.3545454,0.2181818
20.56,04_Opening Credits,04_OpeningCredits_Interactive,18.52,0.3545454,0.2181818
20.66,04_Opening Credits,04_OpeningCredits_Interactive,18.60,0.3636364,0.2181818
20.77,04_Opening Credits,04_OpeningCredits_Interactive,18.72,0.4,0.2909091
20.87,04_Opening Credits,04_OpeningCredits_Interactive,18.80,0.4363636,0.3545454
20.97,04_Opening Credits,04_OpeningCredits_Interactive,18.92,0.4727273,0.4272727
21.06,04_Opening Credits,04_OpeningCredits_Interactive,19.00,0.5181818,0.5
21.16,04_Opening Credits,04_OpeningCredits_Interactive,19.12,0.5545455,0.5636364
21.27,04_Opening Credits,04_OpeningCredits_Interactive,19.20,0.5909091,0.6363636
21.37,04_Opening Credits,04_OpeningCredits_Interactive,19.32,0.6272727,0.7090909
21.47,04_Opening Credits,04_OpeningCredits_Interactive,19.40,0.6636364,0.7727273
21.57,04_Opening Credits,04_OpeningCredits_Interactive,19.52,0.7090909,0.8454546
21.67,04_Opening Credits,04_OpeningCredits_Interactive,19.60,0.7272727,0.8727273
21.77,04_Opening Credits,04_OpeningCredits_Interactive,19.72,0.7090909,0.8545455
21.87,04_Opening Credits,04_OpeningCredits_Interactive,19.80,0.6636364,0.8
21.98,04_Opening Credits,04_OpeningCredits_Interactive,19.92,0.6272727,0.7454545
22.07,04_Opening Credits,04_OpeningCredits_Interactive,20.00,0.5909091,0.6909091
22.17,04_Opening Credits,04_OpeningCredits_Interactive,20.12,0.5454546,0.6363636
22.27,04_Opening Credits,04_OpeningCredits_Interactive,20.20,0.5090909,0.5818182
22.38,04_Opening Credits,04_OpeningCredits_Interactive,20.32,0.4727273,0.5272727
22.48,04_Opening Credits,04_OpeningCredits_Interactive,20.40,0.4272727,0.4727273
22.58,04_Opening Credits,04_OpeningCredits_Interactive,20.52,0.3909091,0.4181818
22.67,04_Opening Credits,04_OpeningCredits_Interactive,20.64,0.3545454,0.3636364
22.77,04_Opening Credits,04_OpeningCredits_Interactive,20.72,0.3363636,0.3363636
22.88,04_Opening Credits,04_OpeningCredits_Interactive,20.84,0.3363636,0.3272727
22.98,04_Opening Credits,04_OpeningCredits_Interactive,20.92,0.3363636,0.3181818
23.08,04_Opening Credits,04_OpeningCredits_Interactive,21.04,0.3363636,0.3090909
23.18,04_Opening Credits,04_OpeningCredits_Interactive,21.12,0.3363636,0.3
23.28,04_Opening Credits,04_OpeningCredits_Interactive,21.24,0.3363636,0.3
23.38,04_Opening Credits,04_OpeningCredits_Interactive,21.32,0.3363636,0.2909091
23.48,04_Opening Credits,04_OpeningCredits_Interactive,21.44,0.3363636,0.2818182
23.59,04_Opening Credits,04_OpeningCredits_Interactive,21.52,0.3363636,0.2727273
23.68,04_Opening Credits,04_OpeningCredits_Interactive,21.64,0.3363636,0.2727273
23.78,04_Opening Credits,04_OpeningCredits_Interactive,21.72,0.3363636,0.2636364
23.88,04_Opening Credits,04_OpeningCredits_Interactive,21.84,0.3454545,0.2636364
23.98,04_Opening Credits,04_OpeningCredits_Interactive,21.92,0.3454545,0.2636364
24.09,04_Opening Credits,04_OpeningCredits_Interactive,22.04,0.3454545,0.2545455
24.19,04_Opening Credits,04_OpeningCredits_Interactive,22.12,0.3545454,0.2545455
24.29,04_Opening Credits,04_OpeningCredits_Interactive,22.24,0.3545454,0.2545455
24.39,04_Opening Credits,04_OpeningCredits_Interactive,22.32,0.3545454,0.2545455
24.49,04_Opening Credits,04_OpeningCredits_Interactive,22.44,0.3636364,0.2454545
24.59,04_Opening Credits,04_OpeningCredits_Interactive,22.52,0.3636364,0.2454545
24.69,04_Opening Credits,04_OpeningCredits_Interactive,22.64,0.3636364,0.2454545
24.79,04_Opening Credits,04_OpeningCredits_Interactive,22.72,0.3636364,0.2454545
24.89,04_Opening Credits,04_OpeningCredits_Interactive,22.84,0.3636364,0.2454545
24.99,04_Opening Credits,04_OpeningCredits_Interactive,22.92,0.3636364,0.2454545
25.09,04_Opening Credits,04_OpeningCredits_Interactive,23.04,0.3545454,0.2545455
25.20,04_Opening Credits,04_OpeningCredits_Interactive,23.12,0.3545454,0.2545455
25.30,04_Opening Credits,04_OpeningCredits_Interactive,23.24,0.3545454,0.2545455
25.40,04_Opening Credits,04_OpeningCredits_Interactive,23.32,0.3545454,0.2545455
25.49,04_Opening Credits,04_OpeningCredits_Interactive,23.44,0.3545454,0.2545455
25.59,04_Opening Credits,04_OpeningCredits_Interactive,23.56,0.3454545,0.2636364
25.70,04_Opening Credits,04_OpeningCredits_Interactive,23.64,0.3454545,0.2636364
25.80,04_Opening Credits,04_OpeningCredits_Interactive,23.76,0.3454545,0.2545455
25.90,04_Opening Credits,04_OpeningCredits_Interactive,23.84,0.3454545,0.2545455
26.00,04_Opening Credits,04_OpeningCredits_Interactive,23.96,0.3454545,0.2545455
26.10,04_Opening Credits,04_OpeningCredits_Interactive,24.04,0.3454545,0.2545455
26.20,04_Opening Credits,04_OpeningCredits_Interactive,24.16,0.3454545,0.2454545
26.33,04_Opening Credits,04_OpeningCredits_Interactive,24.28,0.3454545,0.2454545
26.42,04_Opening Credits,04_OpeningCredits_Interactive,24.36,0.3454545,0.2454545
26.52,04_Opening Credits,04_OpeningCredits_Interactive,24.48,0.3454545,0.2363636
26.63,04_Opening Credits,04_OpeningCredits_Interactive,24.56,0.3454545,0.2363636
26.73,04_Opening Credits,04_OpeningCredits_Interactive,24.68,0.3454545,0.2363636
26.83,04_Opening Credits,04_OpeningCredits_Interactive,24.76,0.3454545,0.2363636
26.93,04_Opening Credits,04_OpeningCredits_Interactive,24.88,0.3454545,0.2363636
27.03,04_Opening Credits,04_OpeningCredits_Interactive,24.96,0.3454545,0.2363636
27.13,04_Opening Credits,04_OpeningCredits_Interactive,25.08,0.3454545,0.2363636
27.23,04_Opening Credits,04_OpeningCredits_Interactive,25.16,0.3454545,0.2363636
27.33,04_Opening Credits,04_OpeningCredits_Interactive,25.28,0.3363636,0.2363636
27.43,04_Opening Credits,04_OpeningCredits_Interactive,25.36,0.3363636,0.2363636
27.53,04_Opening Credits,04_OpeningCredits_Interactive,25.48,0.3363636,0.2363636
27.63,04_Opening Credits,04_OpeningCredits_Interactive,25.56,0.3363636,0.2363636
27.73,04_Opening Credits,04_OpeningCredits_Interactive,25.68,0.3363636,0.2363636
27.84,04_Opening Credits,04_OpeningCredits_Interactive,25.76,0.3363636,0.2363636
27.94,04_Opening Credits,04_OpeningCredits_Interactive,25.88,0.3454545,0.2363636
28.04,04_Opening Credits,04_OpeningCredits_Interactive,26.00,0.3454545,0.2363636
28.14,04_Opening Credits,04_OpeningCredits_Interactive,26.08,0.3454545,0.2363636
28.23,04_Opening Credits,04_OpeningCredits_Interactive,26.20,0.3545454,0.2363636
28.34,04_Opening Credits,04_OpeningCredits_Interactive,26.28,0.3545454,0.2454545
28.44,04_Opening Credits,04_OpeningCredits_Interactive,26.40,0.3545454,0.2454545
28.54,04_Opening Credits,04_OpeningCredits_Interactive,26.48,0.3636364,0.2454545
28.64,04_Opening Credits,04_OpeningCredits_Interactive,26.60,0.3636364,0.2454545
28.74,04_Opening Credits,04_OpeningCredits_Interactive,26.68,0.3636364,0.2454545
28.84,04_Opening Credits,04_OpeningCredits_Interactive,26.80,0.3636364,0.2454545
28.95,04_Opening Credits,04_OpeningCredits_Interactive,26.88,0.3636364,0.2363636
29.05,04_Opening Credits,04_OpeningCredits_Interactive,27.00,0.3636364,0.2363636
29.14,04_Opening Credits,04_OpeningCredits_Interactive,27.08,0.3636364,0.2363636
29.24,04_Opening Credits,04_OpeningCredits_Interactive,27.20,0.3636364,0.2363636
29.34,04_Opening Credits,04_OpeningCredits_Interactive,27.28,0.3636364,0.2363636
29.45,04_Opening Credits,04_OpeningCredits_Interactive,27.40,0.3636364,0.2272727
29.55,04_Opening Credits,04_OpeningCredits_Interactive,27.48,0.3636364,0.2272727
29.65,04_Opening Credits,04_OpeningCredits_Interactive,27.60,0.3636364,0.2272727
29.76,04_Opening Credits,04_OpeningCredits_Interactive,27.68,0.3636364,0.2272727
29.85,04_Opening Credits,04_OpeningCredits_Interactive,27.80,0.3545454,0.2272727
29.95,04_Opening Credits,04_OpeningCredits_Interactive,27.88,0.3545454,0.2272727
30.05,04_Opening Credits,04_OpeningCredits_Interactive,28.00,0.3545454,0.2272727
30.16,04_Opening Credits,04_OpeningCredits_Interactive,28.08,0.3545454,0.2272727
30.25,04_Opening Credits,04_OpeningCredits_Interactive,28.20,0.3545454,0.2272727
30.35,04_Opening Credits,04_OpeningCredits_Interactive,28.28,0.3545454,0.2272727
30.45,04_Opening Credits,04_OpeningCredits_Interactive,28.40,0.3545454,0.2181818
30.55,04_Opening Credits,04_OpeningCredits_Interactive,28.52,0.3545454,0.2181818
30.66,04_Opening Credits,04_OpeningCredits_Interactive,28.60,0.3545454,0.2181818
30.76,04_Opening Credits,04_OpeningCredits_Interactive,28.72,0.3545454,0.2181818
30.86,04_Opening Credits,04_OpeningCredits_Interactive,28.80,0.3545454,0.2181818
30.96,04_Opening Credits,04_OpeningCredits_Interactive,28.92,0.3545454,0.2181818
31.06,04_Opening Credits,04_OpeningCredits_Interactive,29.00,0.3545454,0.2181818
31.16,04_Opening Credits,04_OpeningCredits_Interactive,29.12,0.3545454,0.2181818
31.26,04_Opening Credits,04_OpeningCredits_Interactive,29.20,0.3545454,0.2181818
31.36,04_Opening Credits,04_OpeningCredits_Interactive,29.32,0.3545454,0.2181818
31.46,04_Opening Credits,04_OpeningCredits_Interactive,29.40,0.3636364,0.2181818
31.56,04_Opening Credits,04_OpeningCredits_Interactive,29.52,0.3636364,0.2181818
31.66,04_Opening Credits,04_OpeningCredits_Interactive,29.60,0.3636364,0.2181818
31.77,04_Opening Credits,04_OpeningCredits_Interactive,29.72,0.3636364,0.2181818
