EMOTIVE VR DATA RECORDING
Date (year-month-day): 2023-10-21
Playback start time: 20:02
Session ID: 


Time from playback start (s),Sequence name,Video clip name,Video time (s),GSR,Arousal peak power
0.02,00_StartPlayback,(NO VIDEO),0.00,0,0
0.13,00_StartPlayback,(NO VIDEO),0.00,0,0
0.22,00_StartPlayback,(NO VIDEO),0.00,0,0
0.32,00_StartPlayback,(NO VIDEO),0.00,0,0
0.42,00_StartPlayback,(NO VIDEO),0.00,0,0
0.52,00_StartPlayback,(NO VIDEO),0.00,0,0
0.63,00_StartPlayback,(NO VIDEO),0.00,0,0
0.73,00_StartPlayback,(NO VIDEO),0.00,0,0
0.83,00_StartPlayback,(NO VIDEO),0.00,0,0
0.92,00_StartPlayback,(NO VIDEO),0.00,0,0
1.02,00_StartPlayback,(NO VIDEO),0.00,0,0
1.13,00_StartPlayback,(NO VIDEO),0.00,0,0
1.23,00_StartPlayback,(NO VIDEO),0.00,0,0
1.33,00_StartPlayback,(NO VIDEO),0.00,0,0
1.43,00_StartPlayback,(NO VIDEO),0.00,0,0
1.53,00_StartPlayback,(NO VIDEO),0.00,0,0
1.63,00_StartPlayback,(NO VIDEO),0.00,0,0
1.73,00_StartPlayback,(NO VIDEO),0.00,0,0
1.83,00_StartPlayback,(NO VIDEO),0.00,0,0
1.93,00_StartPlayback,(NO VIDEO),0.00,0,0
2.03,04_Opening Credits,(NO VIDEO),0.00,0,0
2.13,04_Opening Credits,(NO VIDEO),0.00,0,0
2.23,04_Opening Credits,(NO VIDEO),0.00,0,0
2.34,04_Opening Credits,(NO VIDEO),0.00,0,0
2.44,04_Opening Credits,(NO VIDEO),0.00,0,0
2.53,04_Opening Credits,(NO VIDEO),0.00,0,0
2.63,04_Opening Credits,(NO VIDEO),0.00,0,0
2.73,04_Opening Credits,(NO VIDEO),0.00,0,0
2.84,04_Opening Credits,(NO VIDEO),0.00,0,0
2.94,04_Opening Credits,(NO VIDEO),0.00,0,0
3.04,04_Opening Credits,(NO VIDEO),0.00,0,0
3.14,04_Opening Credits,(NO VIDEO),0.00,0,0
3.24,04_Opening Credits,(NO VIDEO),0.00,0,0
3.34,04_Opening Credits,(NO VIDEO),0.00,0,0
3.44,04_Opening Credits,(NO VIDEO),0.00,0,0
3.54,04_Opening Credits,(NO VIDEO),0.00,0,0
3.64,04_Opening Credits,(NO VIDEO),0.00,0,0
3.74,04_Opening Credits,(NO VIDEO),0.00,0,0
3.84,04_Opening Credits,(NO VIDEO),0.00,0,0
3.95,04_Opening Credits,(NO VIDEO),0.00,0,0
4.05,04_Opening Credits,(NO VIDEO),0.00,0,0
4.15,04_Opening Credits,(NO VIDEO),0.00,0,0
4.24,04_Opening Credits,(NO VIDEO),0.00,0,0
4.34,04_Opening Credits,(NO VIDEO),0.00,0,0
4.45,04_Opening Credits,(NO VIDEO),0.00,0,0
4.55,04_Opening Credits,(NO VIDEO),0.00,0,0
4.65,04_Opening Credits,(NO VIDEO),0.00,0,0
4.75,04_Opening Credits,(NO VIDEO),0.00,0,0
4.85,04_Opening Credits,(NO VIDEO),0.00,0,0
4.95,04_Opening Credits,(NO VIDEO),0.00,0,0
5.05,04_Opening Credits,(NO VIDEO),0.00,0,0
5.15,04_Opening Credits,(NO VIDEO),0.00,0,0
5.25,04_Opening Credits,(NO VIDEO),0.00,0,0
5.35,04_Opening Credits,(NO VIDEO),0.00,0,0
5.45,04_Opening Credits,(NO VIDEO),0.00,0,0
5.55,04_Opening Credits,(NO VIDEO),0.00,0,0
5.65,04_Opening Credits,(NO VIDEO),0.00,0,0
5.75,04_Opening Credits,(NO VIDEO),0.00,0,0
5.85,04_Opening Credits,(NO VIDEO),0.00,0,0
5.95,04_Opening Credits,(NO VIDEO),0.00,0,0
6.05,04_Opening Credits,(NO VIDEO),0.00,0,0
6.16,04_Opening Credits,(NO VIDEO),0.00,0,0
6.25,04_Opening Credits,(NO VIDEO),0.00,0,0
6.35,04_Opening Credits,(NO VIDEO),0.00,0,0
6.45,04_Opening Credits,(NO VIDEO),0.00,0,0
6.55,04_Opening Credits,(NO VIDEO),0.00,0,0
6.66,04_Opening Credits,(NO VIDEO),0.00,0,0
6.76,04_Opening Credits,(NO VIDEO),0.00,0,0
6.86,04_Opening Credits,(NO VIDEO),0.00,0,0
6.95,04_Opening Credits,(NO VIDEO),0.00,0,0
7.06,04_Opening Credits,(NO VIDEO),0.00,0,0
7.16,04_Opening Credits,(NO VIDEO),0.00,0,0
7.26,04_Opening Credits,(NO VIDEO),0.00,0,0
7.36,04_Opening Credits,(NO VIDEO),0.00,0,0
7.46,04_Opening Credits,(NO VIDEO),0.00,0,0
7.56,04_Opening Credits,(NO VIDEO),0.00,0,0
7.66,04_Opening Credits,(NO VIDEO),0.00,0,0
7.77,04_Opening Credits,(NO VIDEO),0.00,0,0
7.86,04_Opening Credits,(NO VIDEO),0.00,0,0
7.96,04_Opening Credits,(NO VIDEO),0.00,0,0
8.06,04_Opening Credits,(NO VIDEO),0.00,0,0
8.16,04_Opening Credits,(NO VIDEO),0.00,0,0
8.27,04_Opening Credits,(NO VIDEO),0.00,0,0
8.37,04_Opening Credits,(NO VIDEO),0.00,0,0
8.47,04_Opening Credits,(NO VIDEO),0.00,0,0
8.56,04_Opening Credits,(NO VIDEO),0.00,0,0
8.66,04_Opening Credits,(NO VIDEO),0.00,0,0
8.77,04_Opening Credits,(NO VIDEO),0.00,0,0
8.87,04_Opening Credits,(NO VIDEO),0.00,0,0
8.97,04_Opening Credits,(NO VIDEO),0.00,0,0
9.07,04_Opening Credits,(NO VIDEO),0.00,0,0
9.17,04_Opening Credits,(NO VIDEO),0.00,0,0
9.27,04_Opening Credits,(NO VIDEO),0.00,0,0
9.37,04_Opening Credits,(NO VIDEO),0.00,0,0
9.47,04_Opening Credits,(NO VIDEO),0.00,0,0
9.57,04_Opening Credits,(NO VIDEO),0.00,0,0
10.28,04_Opening Credits,(NO VIDEO),0.00,0,0
10.38,04_Opening Credits,(NO VIDEO),0.00,0,0
10.48,04_Opening Credits,(NO VIDEO),0.00,0,0
10.58,04_Opening Credits,(NO VIDEO),0.00,0,0
10.68,04_Opening Credits,(NO VIDEO),0.00,0,0
10.78,04_Opening Credits,(NO VIDEO),0.00,0,0
10.88,04_Opening Credits,(NO VIDEO),0.00,0,0
10.98,04_Opening Credits,(NO VIDEO),0.00,0,0
11.08,04_Opening Credits,(NO VIDEO),0.00,0,0
11.18,04_Opening Credits,(NO VIDEO),0.00,0,0
11.28,04_Opening Credits,(NO VIDEO),0.00,0,0
11.38,04_Opening Credits,(NO VIDEO),0.00,0,0
11.48,04_Opening Credits,(NO VIDEO),0.00,0,0
11.59,04_Opening Credits,(NO VIDEO),0.00,0,0
11.69,04_Opening Credits,(NO VIDEO),0.00,0,0
11.79,04_Opening Credits,(NO VIDEO),0.00,0,0
11.89,04_Opening Credits,(NO VIDEO),0.00,0,0
11.98,04_Opening Credits,(NO VIDEO),0.00,0,0
12.09,04_Opening Credits,(NO VIDEO),0.00,0,0
12.19,04_Opening Credits,(NO VIDEO),0.00,0,0
12.35,04_Opening Credits,(NO VIDEO),0.00,0,0
12.45,04_Opening Credits,(NO VIDEO),0.00,0,0
12.55,04_Opening Credits,(NO VIDEO),0.00,0,0
12.65,04_Opening Credits,(NO VIDEO),0.00,0,0
12.75,04_Opening Credits,(NO VIDEO),0.00,0,0
12.85,04_Opening Credits,(NO VIDEO),0.00,0,0
12.95,04_Opening Credits,(NO VIDEO),0.00,0,0
13.05,04_Opening Credits,(NO VIDEO),0.00,0,0
13.15,04_Opening Credits,(NO VIDEO),0.00,0,0
13.25,04_Opening Credits,(NO VIDEO),0.00,0,0
13.35,04_Opening Credits,(NO VIDEO),0.00,0,0
13.45,04_Opening Credits,(NO VIDEO),0.00,0,0
13.55,04_Opening Credits,(NO VIDEO),0.00,0,0
13.66,04_Opening Credits,(NO VIDEO),0.00,0,0
13.76,04_Opening Credits,(NO VIDEO),0.00,0,0
13.86,04_Opening Credits,(NO VIDEO),0.00,0,0
13.95,04_Opening Credits,(NO VIDEO),0.00,0,0
14.05,04_Opening Credits,(NO VIDEO),0.00,0,0
14.16,04_Opening Credits,(NO VIDEO),0.00,0,0
14.26,04_Opening Credits,(NO VIDEO),0.00,0,0
14.36,04_Opening Credits,(NO VIDEO),0.00,0,0
14.46,04_Opening Credits,(NO VIDEO),0.00,0,0
14.56,04_Opening Credits,(NO VIDEO),0.00,0,0
14.66,04_Opening Credits,(NO VIDEO),0.00,0,0
14.76,04_Opening Credits,(NO VIDEO),0.00,0,0
14.86,04_Opening Credits,(NO VIDEO),0.00,0,0
14.96,04_Opening Credits,(NO VIDEO),0.00,0,0
15.06,04_Opening Credits,(NO VIDEO),0.00,0,0
15.16,04_Opening Credits,(NO VIDEO),0.00,0,0
15.27,04_Opening Credits,(NO VIDEO),0.00,0,0
15.37,04_Opening Credits,(NO VIDEO),0.00,0,0
15.46,04_Opening Credits,(NO VIDEO),0.00,0,0
15.56,04_Opening Credits,(NO VIDEO),0.00,0,0
15.67,04_Opening Credits,(NO VIDEO),0.00,0,0
15.77,04_Opening Credits,(NO VIDEO),0.00,0,0
15.87,04_Opening Credits,(NO VIDEO),0.00,0,0
15.97,04_Opening Credits,(NO VIDEO),0.00,0,0
16.07,04_Opening Credits,(NO VIDEO),0.00,0,0
16.17,04_Opening Credits,(NO VIDEO),0.00,0,0
16.27,04_Opening Credits,(NO VIDEO),0.00,0,0
16.37,04_Opening Credits,(NO VIDEO),0.00,0,0
16.47,04_Opening Credits,(NO VIDEO),0.00,0,0
16.57,04_Opening Credits,(NO VIDEO),0.00,2.4402,0
16.67,04_Opening Credits,(NO VIDEO),0.00,2.4337,2.4402
16.77,04_Opening Credits,(NO VIDEO),0.00,2.4337,0
16.88,04_Opening Credits,(NO VIDEO),0.00,2.4337,0
16.97,04_Opening Credits,(NO VIDEO),0.00,2.4277,0
17.07,04_Opening Credits,(NO VIDEO),0.00,2.4277,0
17.17,04_Opening Credits,(NO VIDEO),0.00,2.423,0
17.27,04_Opening Credits,(NO VIDEO),0.00,2.423,0
17.38,04_Opening Credits,(NO VIDEO),0.00,2.4188,0
17.48,04_Opening Credits,(NO VIDEO),0.00,2.4188,0
17.58,04_Opening Credits,(NO VIDEO),0.00,2.4188,0
17.68,04_Opening Credits,(NO VIDEO),0.00,2.4147,0
17.77,04_Opening Credits,(NO VIDEO),0.00,2.4147,0
17.88,04_Opening Credits,(NO VIDEO),0.00,2.4106,0
17.98,04_Opening Credits,(NO VIDEO),0.00,2.4106,0
18.08,04_Opening Credits,(NO VIDEO),0.00,2.4065,0
18.18,04_Opening Credits,(NO VIDEO),0.00,2.4065,0
18.28,04_Opening Credits,(NO VIDEO),0.00,2.4019,0
18.38,04_Opening Credits,(NO VIDEO),0.00,2.4019,0
18.48,04_Opening Credits,(NO VIDEO),0.00,2.4019,0
18.59,04_Opening Credits,(NO VIDEO),0.00,2.3966,0
18.69,04_Opening Credits,(NO VIDEO),0.00,2.3966,0
18.78,04_Opening Credits,(NO VIDEO),0.00,2.3914,0
18.88,04_Opening Credits,(NO VIDEO),0.00,2.3914,0
18.98,04_Opening Credits,(NO VIDEO),0.00,2.3856,0
19.09,04_Opening Credits,(NO VIDEO),0.00,2.3856,0
19.19,04_Opening Credits,(NO VIDEO),0.00,2.3856,0
19.29,04_Opening Credits,(NO VIDEO),0.00,2.3805,0
19.39,04_Opening Credits,(NO VIDEO),0.00,2.3805,0
19.48,04_Opening Credits,(NO VIDEO),0.00,2.3747,0
19.59,04_Opening Credits,(NO VIDEO),0.00,2.3747,0
19.69,04_Opening Credits,(NO VIDEO),0.00,2.3702,0
19.79,04_Opening Credits,(NO VIDEO),0.00,2.3702,0
19.89,04_Opening Credits,(NO VIDEO),0.00,2.3702,0
19.99,04_Opening Credits,(NO VIDEO),0.00,2.3656,0
20.09,04_Opening Credits,(NO VIDEO),0.00,2.3656,0
20.19,04_Opening Credits,(NO VIDEO),0.00,2.3617,0
20.29,04_Opening Credits,(NO VIDEO),0.00,2.3617,0
20.39,04_Opening Credits,(NO VIDEO),0.00,2.3577,0
20.49,04_Opening Credits,(NO VIDEO),0.00,2.3577,0
20.59,04_Opening Credits,(NO VIDEO),0.00,2.3538,0
20.70,04_Opening Credits,(NO VIDEO),0.00,2.3538,0
20.80,04_Opening Credits,(NO VIDEO),0.00,2.3538,0
20.89,04_Opening Credits,(NO VIDEO),0.00,2.3498,0
20.99,04_Opening Credits,(NO VIDEO),0.00,2.3498,0
21.09,04_Opening Credits,(NO VIDEO),0.00,2.3448,0
21.20,04_Opening Credits,(NO VIDEO),0.00,2.3448,0
21.30,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
21.40,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
21.50,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
21.59,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
21.70,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
21.80,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
21.90,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
22.00,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
22.10,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
22.20,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
22.30,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
22.41,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
22.50,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
22.60,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
22.70,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
22.80,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
22.91,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
23.01,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
23.11,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
23.21,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
23.31,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
23.41,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
23.51,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
23.61,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
23.71,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
23.81,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
23.91,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
24.01,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
24.11,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
24.21,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
24.31,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
24.41,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
24.52,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
24.62,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
24.72,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
24.82,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
24.91,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
25.02,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
25.12,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
25.22,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
25.32,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
25.42,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
25.52,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
25.63,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
25.72,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
25.82,04_Opening Credits,(NO VIDEO),0.00,2.3293,0
