"time","GSR","pks","pwr"
41,2.3702,0,0
41.1,2.3702,0,0
41.2,2.3685,0,0
41.3,2.3685,0,0
41.4,2.3662,0,0
41.5,2.3662,0,0
41.6,2.3639,0,0
41.7,2.3639,0,0
41.8,2.3639,0,0
41.9,2.3622,0,0
42,2.3622,0,0
42.1,2.3594,0,0
42.2,2.3594,0,0
42.3,2.356,0,0
42.4,2.356,0,0
42.5,2.356,0,0
42.6,2.3515,0,0
42.7,2.3515,0,0
42.8,2.3476,0,0
42.9,2.3476,0,0
43,2.3448,0,0
43.1,2.3448,0,0
43.2,2.3448,0,0
43.3,2.3437,0,0
43.4,2.3437,0,0
43.5,2.3448,0,0
43.6,2.3448,0,0
43.7,2.3426,0,0
43.8,2.3426,0,0
43.9,2.3381,0,0
44,2.3381,0,0
44.1,2.3381,0,0
44.2,2.332,0,0
44.3,2.332,0,0
44.4,2.3243,0,0
44.5,2.3243,0,0
44.6,2.3194,0,0
44.7,2.3194,0,0
44.8,2.3194,0,0
44.9,2.3161,0,0
45,2.3161,0,0
45.1,2.3144,0,0
45.2,2.3144,0,0
45.3,2.3133,0,0
45.4,2.3133,0,0
45.5,2.3133,0,0
45.6,2.3123,0,0
45.7,2.3123,0,0
45.8,2.3128,0,0
45.9,2.3128,0,0
46,2.3133,0,0
46.1,2.3133,0,0
46.2,2.3133,0,0
46.3,2.3144,0,0
46.4,2.3144,0,0
46.5,2.3155,0,0
46.6,2.3155,0,0
46.7,2.3155,0,0
46.8,2.3155,0,0
46.9,2.3139,0,0
47,2.3139,0,0
47.1,2.3139,0,0
47.2,2.3128,0,0
47.3,2.3128,0,0
47.4,2.3106,0,0
47.5,2.3106,0,0
47.6,2.3084,0,0
47.7,2.3084,0,0
47.8,2.3084,0,0
47.9,2.3057,0,0
48,2.3057,0,0
48.1,2.3025,0,0
48.2,2.3025,0,0
48.3,2.2987,0,0
48.4,2.2987,0,0
48.5,2.2987,0,0
48.6,2.296,0,0
48.7,2.296,0,0
48.8,2.2933,0,0
48.9,2.2933,0,0
49,2.2912,0,0
49.1,2.2912,0,0
49.2,2.289,0,0
49.3,2.289,0,0
49.4,2.289,0,0
49.5,2.2869,0,0
49.6,2.2869,0,0
49.7,2.2853,0,0
49.8,2.2853,0,0
49.9,2.2837,0,0
50,2.2837,0,0
50.1,2.2837,0,0
50.2,2.2831,0,0
50.3,2.2831,0,0
50.4,2.2842,0,0
50.5,2.2842,0,0
50.6,2.2874,0,0
50.7,2.2874,0,0
50.8,2.2874,0,0
50.9,2.2917,0,0
51,2.2917,0,0
51.1,2.2965,0,0
51.2,2.2965,0,0
51.3,2.3019,0,0
51.4,2.3019,0,0
51.5,2.3084,0,0
51.6,2.3084,0,0
51.7,2.3084,0,0
51.8,2.3144,0,0
51.9,2.3144,0,0
52,2.3199,0,0
52.1,2.3199,0,0
52.2,2.3238,0,0
52.3,2.3238,0,0
52.4,2.3238,0,0
52.5,2.3254,0,0
52.6,2.3254,0,0
52.7,2.3271,0,0
52.8,2.3271,0,0
52.9,2.3331,0,0
53,2.3331,0,0
53.1,2.3331,0,0
53.2,2.347,0,0
53.3,2.347,0,0
53.4,2.3708,0,0
53.5,2.3708,0,0
53.6,2.4036,0,0
53.7,2.4036,0,0
53.8,2.4036,0,0
53.9,2.4426,0,0
54,2.4426,0,0
54.1,2.4859,0,0
54.2,2.4859,0,0
54.3,2.5286,0,0
54.4,2.5286,0,0
54.5,2.5687,0,0
54.6,2.5687,0,0
54.7,2.5687,0,0
54.8,2.6038,0,0
54.9,2.6038,0,0
55,2.6329,0,0
55.1,2.6329,0,0
55.2,2.6571,0,0
55.3,2.6571,0,0
55.4,2.6571,0,0
55.5,2.676,0,0
55.6,2.676,0,0
55.7,2.6831,2.6831,0.4
55.8,2.6831,0,0
55.9,2.6788,0,0
56,2.6788,0,0
56.1,2.6788,0,0
56.2,2.6655,0,0
56.3,2.6655,0,0
56.4,2.6467,0,0
56.5,2.6467,0,0
56.6,2.6282,0,0
56.7,2.6282,0,0
56.8,2.6132,0,0
56.9,2.6132,0,0
57,2.6132,0,0
57.1,2.6011,0,0
57.2,2.6011,0,0
57.3,2.5924,0,0
57.4,2.5924,0,0
57.5,2.5865,0,0
57.6,2.5865,0,0
57.7,2.5865,0,0
57.8,2.5818,0,0
57.9,2.5818,0,0
58,2.5772,0,0
58.1,2.5772,0,0
58.2,2.5719,0,0
58.3,2.5719,0,0
58.4,2.5719,0,0
58.5,2.5667,0,0
58.6,2.5667,0,0
58.7,2.5608,0,0
58.8,2.5608,0,0
58.9,2.555,0,0
59,2.555,0,0
59.1,2.555,0,0
59.2,2.5485,0,0
59.3,2.5485,0,0
59.4,2.5433,0,0
59.5,2.5433,0,0
59.6,2.5382,0,0
59.7,2.5382,0,0
59.8,2.5337,0,0
59.9,2.5337,0,0
60,2.5337,0,0
60.1,2.5286,0,0
60.2,2.5286,0,0
60.3,2.5229,0,0
60.4,2.5229,0,0
60.5,2.5172,0,0
60.6,2.5172,0,0
60.7,2.5172,0,0
60.8,2.5109,0,0
60.9,2.5109,0,0
61,2.5046,0,0
61.1,2.5046,0,0
61.2,2.4989,0,0
61.3,2.4989,0,0
61.4,2.4989,0,0
61.5,2.494,0,0
61.6,2.494,0,0
61.7,2.4884,0,0
61.8,2.4884,0,0
61.9,2.4822,0,0
62,2.4822,0,0
62.1,2.4754,0,0
62.2,2.4754,0,0
62.3,2.4754,0,0
62.4,2.4681,0,0
62.5,2.4681,0,0
62.6,2.4608,0,0
62.7,2.4608,0,0
62.8,2.4535,0,0
62.9,2.4535,0,0
63,2.4535,0,0
63.1,2.4468,0,0
63.2,2.4468,0,0
63.3,2.4402,0,0
63.4,2.4402,0,0
63.5,2.4337,0,0
63.6,2.4337,0,0
63.7,2.4337,0,0
63.8,2.4277,0,0
63.9,2.4277,0,0
64,2.423,0,0
64.1,2.423,0,0
64.2,2.4188,0,0
64.3,2.4188,0,0
64.4,2.4188,0,0
64.5,2.4147,0,0
64.6,2.4147,0,0
64.7,2.4106,0,0
64.8,2.4106,0,0
64.9,2.4065,0,0
65,2.4065,0,0
65.1,2.4019,0,0
65.2,2.4019,0,0
65.3,2.4019,0,0
65.4,2.3966,0,0
65.5,2.3966,0,0
65.6,2.3914,0,0
65.7,2.3914,0,0
65.8,2.3856,0,0
65.9,2.3856,0,0
66,2.3856,0,0
66.1,2.3805,0,0
66.2,2.3805,0,0
66.3,2.3747,0,0
66.4,2.3747,0,0
66.5,2.3702,0,0
66.6,2.3702,0,0
66.7,2.3702,0,0
66.8,2.3656,0,0
66.9,2.3656,0,0
67,2.3617,0,0
67.1,2.3617,0,0
67.2,2.3577,0,0
67.3,2.3577,0,0
67.4,2.3538,0,0
67.5,2.3538,0,0
67.6,2.3538,0,0
67.7,2.3498,0,0
67.8,2.3498,0,0
67.9,2.3448,0,0
68,2.3448,0,0
68.1,2.3293,0,0
68.2,2.3293,0,0
68.3,2.3293,0,0
68.4,2.3133,0,0
68.5,2.3133,0,0
68.6,2.3084,0,0
68.7,2.3084,0,0
68.8,2.315,0,0
68.9,2.315,0,0
69,2.315,0,0
69.1,2.3459,0,0
69.2,2.3459,0,0
69.3,2.3926,0,0
69.4,2.3926,0,0
69.5,2.4414,0,0
69.6,2.4414,0,0
69.7,2.4915,0,0
69.8,2.4915,0,0
69.9,2.4915,0,0
70,2.5337,0,0
70.1,2.5337,0,0
70.2,2.5641,0,0
70.3,2.5641,0,0
70.4,2.5792,0,0
70.5,2.5792,0,0
70.6,2.5792,0,0
70.7,2.5805,0,0
70.8,2.5805,0,0
70.9,2.5831,0,0
71,2.5831,0,0
71.1,2.5911,0,0
71.2,2.5911,0,0
71.3,2.5911,0,0
71.4,2.6112,0,0
71.5,2.6112,0,0
71.6,2.6323,0,0
71.7,2.6323,0,0
71.8,2.6453,0,0
71.9,2.6453,0,0
72,2.6453,0,0
72.1,2.6488,2.6488,0.3404
72.2,2.6488,0,0
72.3,2.6377,0,0
72.4,2.6377,0,0
72.5,2.6261,0,0
72.6,2.6261,0,0
72.7,2.6132,0,0
72.8,2.6132,0,0
72.9,2.6132,0,0
73,2.5991,0,0
73.1,2.5991,0,0
73.2,2.5865,0,0
73.3,2.5865,0,0
73.4,2.5693,0,0
73.5,2.5693,0,0
73.6,2.5693,0,0
73.7,2.5485,0,0
73.8,2.5485,0,0
73.9,2.5337,0,0
74,2.5337,0,0
74.1,2.509,0,0
74.2,2.509,0,0
74.3,2.509,0,0
74.4,2.4933,0,0
74.5,2.4933,0,0
74.6,2.4902,0,0
74.7,2.4902,0,0
74.8,2.4853,0,0
74.9,2.4853,0,0
75,2.4952,0,0
75.1,2.4952,0,0
75.2,2.4952,0,0
75.3,2.5102,0,0
75.4,2.5102,0,0
75.5,2.5134,2.5134,0.0280999999999998
75.6,2.5134,0,0
75.7,2.5077,0,0
75.8,2.5077,0,0
75.9,2.5077,0,0
76,2.5008,0,0
76.1,2.5008,0,0
76.2,2.4865,0,0
76.3,2.4865,0,0
76.4,2.4773,0,0
76.5,2.4773,0,0
76.6,2.4773,0,0
76.7,2.4748,0,0
76.8,2.4748,0,0
76.9,2.4723,0,0
77,2.4723,0,0
77.1,2.4699,0,0
77.2,2.4699,0,0
77.3,2.4699,0,0
77.4,2.4693,0,0
77.5,2.4693,0,0
77.6,2.4571,0,0
77.7,2.4571,0,0
77.8,2.4438,0,0
77.9,2.4438,0,0
78,2.4331,0,0
78.1,2.4331,0,0
78.2,2.4331,0,0
78.3,2.423,0,0
78.4,2.423,0,0
78.5,2.423,0,0
78.6,2.423,0,0
78.7,2.423,0,0
78.8,2.423,0,0
78.9,2.423,0,0
79,2.4194,0,0
79.1,2.4194,0,0
79.2,2.4112,0,0
79.3,2.4112,0,0
79.4,2.4036,0,0
79.5,2.4036,0,0
79.6,2.4036,0,0
79.7,2.3966,0,0
79.8,2.3966,0,0
79.9,2.3926,0,0
80,2.3926,0,0
80.1,2.3903,0,0
80.2,2.3903,0,0
80.3,2.3885,0,0
80.4,2.3885,0,0
80.5,2.3885,0,0
80.6,2.3851,0,0
80.7,2.3851,0,0
80.8,2.3822,0,0
80.9,2.3822,0,0
81,2.3765,0,0
81.1,2.3765,0,0
81.2,2.3765,0,0
81.3,2.3719,0,0
81.4,2.3719,0,0
81.5,2.3668,0,0
81.6,2.3668,0,0
81.7,2.3515,0,0
81.8,2.3515,0,0
81.9,2.3515,0,0
82,2.3342,0,0
82.1,2.3342,0,0
82.2,2.3112,0,0
82.3,2.3112,0,0
82.4,2.2955,0,0
82.5,2.2955,0,0
82.6,2.2955,0,0
82.7,2.2869,0,0
82.8,2.2869,0,0
82.9,2.2917,0,0
83,2.2917,0,0
83.1,2.3101,0,0
83.2,2.3101,0,0
83.3,2.3476,0,0
83.4,2.3476,0,0
83.5,2.3476,0,0
83.6,2.3972,0,0
83.7,2.3972,0,0
83.8,2.4159,0,0
83.9,2.4159,0,0
84,2.4361,2.4361,0.1492
84.1,2.4361,0,0
84.2,2.4361,0,0
84.3,2.4361,0,0
84.4,2.4361,0,0
84.5,2.4183,0,0
84.6,2.4183,0,0
84.7,2.4206,0,0
84.8,2.4206,0,0
84.9,2.4206,0,0
85,2.4118,0,0
85.1,2.4118,0,0
85.2,2.3978,0,0
85.3,2.3978,0,0
85.4,2.3839,0,0
85.5,2.3839,0,0
85.6,2.3747,0,0
85.7,2.3747,0,0
85.8,2.3747,0,0
85.9,2.3588,0,0
86,2.3588,0,0
86.1,2.3271,0,0
86.2,2.3271,0,0
86.3,2.2971,0,0
86.4,2.2971,0,0
86.5,2.2971,0,0
86.6,2.2715,0,0
86.7,2.2715,0,0
86.8,2.2693,0,0
86.9,2.2693,0,0
87,2.2917,0,0
87.1,2.2917,0,0
87.2,2.2917,0,0
87.3,2.3161,0,0
87.4,2.3161,0,0
87.5,2.3353,0,0
87.6,2.3353,0,0
87.7,2.3387,0,0
87.8,2.3387,0,0
87.9,2.3387,0,0
88,2.351,0,0
88.1,2.351,0,0
88.2,2.3549,0,0
88.3,2.3549,0,0
88.4,2.3708,0,0
88.5,2.3708,0,0
88.6,2.3885,0,0
88.7,2.3885,0,0
88.8,2.3885,0,0
88.9,2.3989,0,0
89,2.3989,0,0
89.1,2.4384,0,0
89.2,2.4384,0,0
89.3,2.4529,0,0
89.4,2.4529,0,0
89.5,2.4529,0,0
89.6,2.4638,0,0
89.7,2.4638,0,0
89.8,2.4766,0,0
89.9,2.4766,0,0
90,2.4711,0,0
90.1,2.4711,0,0
90.2,2.4711,0,0
90.3,2.4773,0,0
90.4,2.4773,0,0
90.5,2.4921,2.4921,0.0210000000000004
90.6,2.4921,0,0
90.7,2.489,0,0
90.8,2.489,0,0
90.9,2.4754,0,0
91,2.4754,0,0
91.1,2.4754,0,0
91.2,2.4626,0,0
91.3,2.4626,0,0
91.4,2.4535,0,0
91.5,2.4535,0,0
91.6,2.4608,0,0
91.7,2.4608,0,0
91.8,2.4608,0,0
91.9,2.4736,0,0
92,2.4736,0,0
92.1,2.4908,0,0
92.2,2.4908,0,0
92.3,2.5071,0,0
92.4,2.5071,0,0
92.5,2.5071,0,0
92.6,2.5241,0,0
92.7,2.5241,0,0
92.8,2.5563,0,0
92.9,2.5563,0,0
93,2.6085,0,0
93.1,2.6085,0,0
93.2,2.6085,0,0
93.3,2.6711,0,0
93.4,2.6711,0,0
93.5,2.7422,0,0
93.6,2.7422,0,0
93.7,2.8129,0,0
93.8,2.8129,0,0
93.9,2.8741,0,0
94,2.8741,0,0
94.1,2.8741,0,0
94.2,2.9187,0,0
94.3,2.9187,0,0
94.4,2.9411,0,0
94.5,2.9411,0,0
94.6,2.9587,0,0
94.7,2.9587,0,0
94.8,2.9587,0,0
94.9,2.9764,0,0
95,2.9764,0,0
95.1,2.9944,0,0
95.2,2.9944,0,0
95.3,3.0169,0,0
95.4,3.0169,0,0
95.5,3.0169,0,0
95.6,3.0336,0,0
95.7,3.0336,0,0
95.8,3.038,3.038,0.5845
95.9,3.038,0,0
96,3.0292,0,0
96.1,3.0292,0,0
96.2,3.0108,0,0
96.3,3.0108,0,0
96.4,3.0108,0,0
96.5,2.9918,0,0
96.6,2.9918,0,0
96.7,2.973,0,0
96.8,2.973,0,0
96.9,2.9545,0,0
97,2.9545,0,0
97.1,2.9545,0,0
97.2,2.9402,0,0
97.3,2.9402,0,0
97.4,2.922,0,0
97.5,2.922,0,0
97.6,2.8991,0,0
97.7,2.8991,0,0
97.8,2.8991,0,0
97.9,2.8741,0,0
98,2.8741,0,0
98.1,2.848,0,0
98.2,2.848,0,0
98.3,2.8238,0,0
98.4,2.8238,0,0
98.5,2.8238,0,0
98.6,2.8014,0,0
98.7,2.8014,0,0
98.8,2.7802,0,0
98.9,2.7802,0,0
99,2.7607,0,0
99.1,2.7607,0,0
99.2,2.7407,0,0
99.3,2.7407,0,0
99.4,2.7407,0,0
99.5,2.7247,0,0
99.6,2.7247,0,0
99.7,2.7124,0,0
99.8,2.7124,0,0
99.9,2.7023,0,0
100,2.7023,0,0
100.1,2.7023,0,0
100.2,2.6944,0,0
100.3,2.6944,0,0
100.4,2.6859,0,0
100.5,2.6859,0,0
100.6,2.6739,0,0
100.7,2.6739,0,0
100.8,2.6739,0,0
100.9,2.662,0,0
101,2.662,0,0
101.1,2.6515,0,0
101.2,2.6515,0,0
101.3,2.6426,0,0
101.4,2.6426,0,0
101.5,2.6357,0,0
101.6,2.6357,0,0
101.7,2.6357,0,0
101.8,2.6268,0,0
101.9,2.6268,0,0
102,2.6119,0,0
102.1,2.6119,0,0
102.2,2.5904,0,0
102.3,2.5904,0,0
102.4,2.5904,0,0
102.5,2.5733,0,0
102.6,2.5733,0,0
102.7,2.5628,0,0
102.8,2.5628,0,0
102.9,2.5602,0,0
103,2.5602,0,0
103.1,2.5602,0,0
103.2,2.5647,0,0
103.3,2.5647,0,0
103.4,2.5667,0,0
103.5,2.5667,0,0
103.6,2.5654,0,0
103.7,2.5654,0,0
103.8,2.5654,0,0
103.9,2.5628,0,0
104,2.5628,0,0
104.1,2.5589,0,0
104.2,2.5589,0,0
104.3,2.555,0,0
104.4,2.555,0,0
104.5,2.5504,0,0
104.6,2.5504,0,0
104.7,2.5504,0,0
104.8,2.5453,0,0
104.9,2.5453,0,0
105,2.5408,0,0
105.1,2.5408,0,0
105.2,2.5363,0,0
105.3,2.5363,0,0
105.4,2.5363,0,0
105.5,2.5311,0,0
105.6,2.5311,0,0
105.7,2.526,0,0
105.8,2.526,0,0
105.9,2.5203,0,0
106,2.5203,0,0
106.1,2.5203,0,0
106.2,2.5146,0,0
106.3,2.5146,0,0
106.4,2.5096,0,0
106.5,2.5096,0,0
106.6,2.5052,0,0
106.7,2.5052,0,0
106.8,2.5014,0,0
106.9,2.5014,0,0
107,2.5014,0,0
107.1,2.4971,0,0
107.2,2.4971,0,0
107.3,2.4933,0,0
107.4,2.4933,0,0
107.5,2.4884,0,0
107.6,2.4884,0,0
107.7,2.4884,0,0
107.8,2.4834,0,0
107.9,2.4834,0,0
108,2.4791,0,0
108.1,2.4791,0,0
108.2,2.4742,0,0
108.3,2.4742,0,0
108.4,2.4742,0,0
108.5,2.4699,0,0
108.6,2.4699,0,0
108.7,2.4656,0,0
108.8,2.4656,0,0
108.9,2.4608,0,0
109,2.4608,0,0
109.1,2.4608,0,0
109.2,2.4565,0,0
109.3,2.4565,0,0
109.4,2.4517,0,0
109.5,2.4517,0,0
109.6,2.4468,0,0
109.7,2.4468,0,0
109.8,2.4426,0,0
109.9,2.4426,0,0
110,2.4426,0,0
110.1,2.4378,0,0
110.2,2.4378,0,0
110.3,2.4331,0,0
110.4,2.4331,0,0
110.5,2.4295,0,0
110.6,2.4295,0,0
110.7,2.4295,0,0
110.8,2.4259,0,0
110.9,2.4259,0,0
111,2.423,0,0
111.1,2.423,0,0
111.2,2.4206,0,0
111.3,2.4206,0,0
111.4,2.4206,0,0
111.5,2.4183,0,0
111.6,2.4183,0,0
111.7,2.4147,0,0
111.8,2.4147,0,0
111.9,2.4118,0,0
112,2.4118,0,0
112.1,2.41,0,0
112.2,2.41,0,0
112.3,2.41,0,0
112.4,2.4077,0,0
112.5,2.4077,0,0
112.6,2.4048,0,0
112.7,2.4048,0,0
112.8,2.4013,0,0
112.9,2.4013,0,0
113,2.4013,0,0
113.1,2.396,0,0
113.2,2.396,0,0
113.3,2.3908,0,0
113.4,2.3908,0,0
113.5,2.3868,0,0
113.6,2.3868,0,0
113.7,2.3868,0,0
113.8,2.3839,0,0
113.9,2.3839,0,0
114,2.3822,0,0
114.1,2.3822,0,0
114.2,2.3805,0,0
114.3,2.3805,0,0
114.4,2.3805,0,0
114.5,2.3793,0,0
114.6,2.3793,0,0
114.7,2.3776,0,0
114.8,2.3776,0,0
114.9,2.3753,0,0
115,2.3753,0,0
115.1,2.3725,0,0
115.2,2.3725,0,0
115.3,2.3725,0,0
115.4,2.369,0,0
115.5,2.369,0,0
115.6,2.3656,0,0
115.7,2.3656,0,0
115.8,2.3617,0,0
115.9,2.3617,0,0
116,2.3617,0,0
116.1,2.3583,0,0
116.2,2.3583,0,0
116.3,2.356,0,0
116.4,2.356,0,0
116.5,2.3538,0,0
116.6,2.3538,0,0
116.7,2.3538,0,0
116.8,2.3527,0,0
116.9,2.3527,0,0
117,2.3515,0,0
117.1,2.3515,0,0
117.2,2.3504,0,0
117.3,2.3504,0,0
117.4,2.3487,0,0
117.5,2.3487,0,0
117.6,2.3487,0,0
117.7,2.347,0,0
117.8,2.347,0,0
117.9,2.3454,0,0
118,2.3454,0,0
118.1,2.3459,0,0
118.2,2.3459,0,0
118.3,2.3459,0,0
118.4,2.3493,0,0
118.5,2.3493,0,0
118.6,2.3588,0,0
118.7,2.3588,0,0
118.8,2.3747,0,0
118.9,2.3747,0,0
119,2.3747,0,0
119.1,2.3972,0,0
119.2,2.3972,0,0
119.3,2.4253,0,0
119.4,2.4253,0,0
119.5,2.4565,0,0
119.6,2.4565,0,0
119.7,2.4853,0,0
119.8,2.4853,0,0
119.9,2.4853,0,0
120,2.5121,0,0
120.1,2.5121,0,0
120.2,2.5356,0,0
120.3,2.5356,0,0
120.4,2.5537,0,0
120.5,2.5537,0,0
120.6,2.5537,0,0
120.7,2.568,0,0
120.8,2.568,0,0
120.9,2.5792,0,0
121,2.5792,0,0
121.1,2.5851,0,0
121.2,2.5851,0,0
121.3,2.5851,0,0
121.4,2.5878,2.5878,0.2424
121.5,2.5878,0,0
121.6,2.5865,0,0
121.7,2.5865,0,0
121.8,2.5812,0,0
121.9,2.5812,0,0
122,2.5812,0,0
122.1,2.5733,0,0
122.2,2.5733,0,0
122.3,2.5647,0,0
122.4,2.5647,0,0
122.5,2.5576,0,0
122.6,2.5576,0,0
122.7,2.5537,0,0
122.8,2.5537,0,0
122.9,2.5537,0,0
123,2.5491,0,0
123.1,2.5491,0,0
123.2,2.5433,0,0
123.3,2.5433,0,0
123.4,2.535,0,0
123.5,2.535,0,0
123.6,2.535,0,0
123.7,2.5254,0,0
123.8,2.5254,0,0
123.9,2.5178,0,0
124,2.5178,0,0
124.1,2.5121,0,0
124.2,2.5121,0,0
124.3,2.5121,0,0
124.4,2.5083,0,0
124.5,2.5083,0,0
124.6,2.5033,0,0
124.7,2.5033,0,0
124.8,2.4977,0,0
124.9,2.4977,0,0
125,2.4921,0,0
125.1,2.4921,0,0
125.2,2.4921,0,0
125.3,2.4871,0,0
125.4,2.4871,0,0
125.5,2.4822,0,0
125.6,2.4822,0,0
125.7,2.4785,0,0
125.8,2.4785,0,0
125.9,2.4785,0,0
126,2.4748,0,0
126.1,2.4748,0,0
126.2,2.4711,0,0
126.3,2.4711,0,0
126.4,2.4675,0,0
126.5,2.4675,0,0
126.6,2.4675,0,0
126.7,2.4632,0,0
126.8,2.4632,0,0
126.9,2.4589,0,0
127,2.4589,0,0
127.1,2.4547,0,0
127.2,2.4547,0,0
127.3,2.4547,0,0
127.4,2.4505,0,0
127.5,2.4505,0,0
127.6,2.4468,0,0
127.7,2.4468,0,0
127.8,2.4426,0,0
127.9,2.4426,0,0
128,2.4396,0,0
128.1,2.4396,0,0
128.2,2.4396,0,0
128.3,2.4396,0,0
128.4,2.4396,0,0
128.5,2.4426,0,0
128.6,2.4426,0,0
128.7,2.4456,0,0
128.8,2.4456,0,0
128.9,2.4456,0,0
129,2.4432,0,0
129.1,2.4432,0,0
129.2,2.4355,0,0
129.3,2.4355,0,0
129.4,2.4242,0,0
129.5,2.4242,0,0
129.6,2.4242,0,0
129.7,2.4083,0,0
129.8,2.4083,0,0
129.9,2.3931,0,0
130,2.3931,0,0
130.1,2.3782,0,0
130.2,2.3782,0,0
130.3,2.3668,0,0
130.4,2.3668,0,0
130.5,2.3668,0,0
130.6,2.3628,0,0
130.7,2.3628,0,0
130.8,2.3656,0,0
130.9,2.3656,0,0
131,2.3747,0,0
131.1,2.3747,0,0
131.2,2.3747,0,0
131.3,2.3839,0,0
131.4,2.3839,0,0
131.5,2.3903,0,0
131.6,2.3903,0,0
131.7,2.396,2.396,0.0331999999999999
131.8,2.396,0,0
131.9,2.396,0,0
132,2.3949,0,0
132.1,2.3949,0,0
132.2,2.3885,0,0
132.3,2.3885,0,0
132.4,2.381,0,0
132.5,2.381,0,0
132.6,2.381,0,0
132.7,2.3725,0,0
132.8,2.3725,0,0
132.9,2.3668,0,0
133,2.3668,0,0
133.1,2.3645,0,0
133.2,2.3645,0,0
133.3,2.3628,0,0
133.4,2.3628,0,0
133.5,2.3628,0,0
133.6,2.3605,0,0
133.7,2.3605,0,0
133.8,2.36,0,0
133.9,2.36,0,0
134,2.36,0,0
134.1,2.36,0,0
134.2,2.36,0,0
134.3,2.3588,0,0
134.4,2.3588,0,0
134.5,2.3577,0,0
134.6,2.3577,0,0
134.7,2.3549,0,0
134.8,2.3549,0,0
134.9,2.3549,0,0
135,2.347,0,0
135.1,2.347,0,0
135.2,2.3232,0,0
135.3,2.3232,0,0
135.4,2.2922,0,0
135.5,2.2922,0,0
135.6,2.2922,0,0
135.7,2.2641,0,0
135.8,2.2641,0,0
135.9,2.2479,0,0
136,2.2479,0,0
136.1,2.2557,0,0
136.2,2.2557,0,0
136.3,2.2783,0,0
136.4,2.2783,0,0
136.5,2.2783,0,0
136.6,2.3003,0,0
136.7,2.3003,0,0
136.8,2.3155,0,0
136.9,2.3155,0,0
137,2.3216,0,0
137.1,2.3216,0,0
137.2,2.3216,0,0
137.3,2.3221,0,0
137.4,2.3221,0,0
137.5,2.3232,0,0
137.6,2.3232,0,0
137.7,2.3221,0,0
137.8,2.3221,0,0
137.9,2.3221,0,0
138,2.3243,0,0
138.1,2.3243,0,0
138.2,2.3282,0,0
138.3,2.3282,0,0
138.4,2.3353,0,0
138.5,2.3353,0,0
138.6,2.3392,0,0
138.7,2.3392,0,0
138.8,2.3392,0,0
138.9,2.3443,0,0
139,2.3443,0,0
139.1,2.3493,0,0
139.2,2.3493,0,0
139.3,2.351,0,0
139.4,2.351,0,0
139.5,2.351,0,0
139.6,2.3651,0,0
139.7,2.3651,0,0
139.8,2.3736,0,0
139.9,2.3736,0,0
140,2.3747,2.3747,0.0526
140.1,2.3747,0,0
140.2,2.3747,0,0
140.3,2.3713,0,0
140.4,2.3713,0,0
140.5,2.3588,0,0
140.6,2.3588,0,0
140.7,2.347,0,0
140.8,2.347,0,0
140.9,2.347,0,0
141,2.337,0,0
141.1,2.337,0,0
141.2,2.3342,0,0
141.3,2.3342,0,0
141.4,2.332,0,0
141.5,2.332,0,0
141.6,2.3249,0,0
141.7,2.3249,0,0
141.8,2.3249,0,0
141.9,2.3271,0,0
142,2.3271,0,0
142.1,2.3287,0,0
142.2,2.3287,0,0
142.3,2.3315,0,0
142.4,2.3315,0,0
142.5,2.3315,0,0
142.6,2.3409,0,0
142.7,2.3409,0,0
142.8,2.3431,0,0
142.9,2.3431,0,0
143,2.3404,0,0
143.1,2.3404,0,0
143.2,2.3404,0,0
143.3,2.3376,0,0
143.4,2.3376,0,0
143.5,2.3348,0,0
143.6,2.3348,0,0
143.7,2.332,0,0
143.8,2.332,0,0
143.9,2.326,0,0
144,2.326,0,0
144.1,2.326,0,0
144.2,2.3216,0,0
144.3,2.3216,0,0
144.4,2.3188,0,0
144.5,2.3188,0,0
144.6,2.3172,0,0
144.7,2.3172,0,0
144.8,2.3172,0,0
144.9,2.3194,0,0
145,2.3194,0,0
145.1,2.3199,0,0
145.2,2.3199,0,0
145.3,2.3199,0,0
145.4,2.3199,0,0
145.5,2.3199,0,0
145.6,2.3183,0,0
145.7,2.3183,0,0
145.8,2.3155,0,0
145.9,2.3155,0,0
146,2.3128,0,0
146.1,2.3128,0,0
146.2,2.3128,0,0
146.3,2.3084,0,0
146.4,2.3084,0,0
146.5,2.3052,0,0
146.6,2.3052,0,0
146.7,2.3025,0,0
146.8,2.3025,0,0
146.9,2.3009,0,0
147,2.3009,0,0
147.1,2.3009,0,0
147.2,2.3003,0,0
147.3,2.3003,0,0
147.4,2.3003,0,0
147.5,2.3003,0,0
147.6,2.2998,0,0
147.7,2.2998,0,0
147.8,2.2998,0,0
147.9,2.2987,0,0
148,2.2987,0,0
148.1,2.296,0,0
148.2,2.296,0,0
148.3,2.2928,0,0
148.4,2.2928,0,0
148.5,2.2928,0,0
148.6,2.289,0,0
148.7,2.289,0,0
148.8,2.2863,0,0
148.9,2.2863,0,0
149,2.2815,0,0
149.1,2.2815,0,0
149.2,2.2815,0,0
149.3,2.2762,0,0
149.4,2.2762,0,0
149.5,2.2709,0,0
149.6,2.2709,0,0
149.7,2.263,0,0
149.8,2.263,0,0
149.9,2.262,0,0
150,2.262,0,0
150.1,2.262,0,0
150.2,2.2636,0,0
150.3,2.2636,0,0
150.4,2.2773,0,0
150.5,2.2773,0,0
